prompt,color,estilo,elemento,posicion,color_enc,estilo_enc,elemento_enc,posicion_enc
"Quiero una camiseta con diseño de guitarra en estilo minimalista, color verde, posición espalda",verde,minimalista,guitarra,espalda,5,1,3,1
"Necesito una camiseta con gráfico de sol en zona pecho, color blanco, estilo vintage",blanco,vintage,sol,pecho,1,4,6,3
"Camiseta con imagen de sol, color blanco, estilo minimalista, posición pecho",blanco,minimalista,sol,pecho,1,1,6,3
"Camiseta de color negro, diseño de texto, estilo minimalista, zona pecho",negro,minimalista,texto,pecho,3,1,7,3
"Diseño de camiseta: gráfico de dragón, color rojo, estilo vintage, posición esquina",rojo,vintage,dragón,esquina,4,4,2,2
"Quiero una camiseta con diseño de automóvil en estilo urbano, color blanco, posición esquina",blanco,urbano,automóvil,esquina,1,3,0,2
"Diseñar camiseta: elemento gráfico guitarra, color verde, estilo vintage, ubicación centrado",verde,vintage,guitarra,centrado,5,4,3,0
"Camiseta color gris, estilo deportivo, con estampado de águila en zona centrado",gris,deportivo,águila,centrado,2,0,8,0
"Diseño de camiseta: gráfico de texto, color verde, estilo urbano, posición espalda",verde,urbano,texto,espalda,5,3,7,1
"Quiero una camiseta con diseño de guitarra en estilo retro, color blanco, posición centrado",blanco,retro,guitarra,centrado,1,2,3,0
"Camiseta con imagen de águila, color gris, estilo retro, posición pecho",gris,retro,águila,pecho,2,2,8,3
"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo deportivo, ubicación esquina",blanco,deportivo,lobo,esquina,1,0,4,2
"Quiero una camiseta con diseño de lobo en estilo vintage, color rojo, posición esquina",rojo,vintage,lobo,esquina,4,4,4,2
"Camiseta color blanco, estilo retro, con estampado de montaña en zona esquina",blanco,retro,montaña,esquina,1,2,5,2
"Quiero diseño de montaña en camiseta color azul, estilo minimalista, ubicado en centrado",azul,minimalista,montaña,centrado,0,1,5,0
"Camiseta color gris, estilo vintage, con estampado de águila en zona pecho",gris,vintage,águila,pecho,2,4,8,3
"Quiero estampado de árbol en zona centrado, color negro, estilo deportivo",negro,deportivo,árbol,centrado,3,0,9,0
"Camiseta color negro, estilo deportivo, con estampado de lobo en zona pecho",negro,deportivo,lobo,pecho,3,0,4,3
"Quiero una camiseta con diseño de montaña en estilo urbano, color rojo, posición pecho",rojo,urbano,montaña,pecho,4,3,5,3
"Quiero estampado de texto en zona pecho, color gris, estilo urbano",gris,urbano,texto,pecho,2,3,7,3
"Diseño para camiseta: dragón en posición centrado, color negro, estilo visual deportivo",negro,deportivo,dragón,centrado,3,0,2,0
"Diseño para camiseta: águila en posición pecho, color negro, estilo visual retro",negro,retro,águila,pecho,3,2,8,3
"Crear camiseta de estilo deportivo con motivo de águila en color verde, zona pecho",verde,deportivo,águila,pecho,5,0,8,3
"Quiero estampado de águila en zona esquina, color rojo, estilo deportivo",rojo,deportivo,águila,esquina,4,0,8,2
"Quiero diseño de árbol en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,árbol,pecho,0,2,9,3
"Quiero una camiseta con diseño de montaña en estilo urbano, color negro, posición esquina",negro,urbano,montaña,esquina,3,3,5,2
"Crear camiseta de estilo retro con motivo de sol en color blanco, zona esquina",blanco,retro,sol,esquina,1,2,6,2
Camiseta de color verde con motivo minimalista de dragón en la zona pecho,verde,minimalista,dragón,pecho,5,1,2,3
"Necesito una camiseta con gráfico de texto en zona centrado, color verde, estilo minimalista",verde,minimalista,texto,centrado,5,1,7,0
"Camiseta color gris, estilo vintage, con estampado de lobo en zona esquina",gris,vintage,lobo,esquina,2,4,4,2
"Quiero una camiseta con diseño de montaña en estilo deportivo, color rojo, posición esquina",rojo,deportivo,montaña,esquina,4,0,5,2
"Camiseta con estampado de dragón, color principal blanco, estilo visual minimalista, zona centrado",blanco,minimalista,dragón,centrado,1,1,2,0
"Quiero diseño de árbol en camiseta color verde, estilo retro, ubicado en centrado",verde,retro,árbol,centrado,5,2,9,0
"Diseño de camiseta: gráfico de automóvil, color verde, estilo minimalista, posición centrado",verde,minimalista,automóvil,centrado,5,1,0,0
"Necesito una camiseta con gráfico de árbol en zona espalda, color gris, estilo vintage",gris,vintage,árbol,espalda,2,4,9,1
"Camiseta color verde, estilo vintage, con estampado de águila en zona centrado",verde,vintage,águila,centrado,5,4,8,0
"Camiseta de color verde, diseño de dragón, estilo urbano, zona esquina",verde,urbano,dragón,esquina,5,3,2,2
"Camiseta con imagen de árbol, color rojo, estilo vintage, posición espalda",rojo,vintage,árbol,espalda,4,4,9,1
"Camiseta de color rojo, diseño de águila, estilo deportivo, zona espalda",rojo,deportivo,águila,espalda,4,0,8,1
"Diseño para camiseta: automóvil en posición centrado, color gris, estilo visual urbano",gris,urbano,automóvil,centrado,2,3,0,0
"Crear camiseta de estilo minimalista con motivo de guitarra en color rojo, zona pecho",rojo,minimalista,guitarra,pecho,4,1,3,3
Camiseta de color gris con motivo minimalista de montaña en la zona pecho,gris,minimalista,montaña,pecho,2,1,5,3
"Camiseta de color blanco, diseño de texto, estilo retro, zona centrado",blanco,retro,texto,centrado,1,2,7,0
"Camiseta con imagen de automóvil, color gris, estilo vintage, posición pecho",gris,vintage,automóvil,pecho,2,4,0,3
"Quiero estampado de texto en zona centrado, color negro, estilo urbano",negro,urbano,texto,centrado,3,3,7,0
"Quiero una camiseta con diseño de árbol en estilo deportivo, color azul, posición espalda",azul,deportivo,árbol,espalda,0,0,9,1
"Camiseta con estampado de sol, color principal gris, estilo visual retro, zona centrado",gris,retro,sol,centrado,2,2,6,0
"Diseño para camiseta: montaña en posición centrado, color rojo, estilo visual retro",rojo,retro,montaña,centrado,4,2,5,0
"Diseño para camiseta: dragón en posición espalda, color verde, estilo visual minimalista",verde,minimalista,dragón,espalda,5,1,2,1
"Generar camiseta de estilo vintage, color blanco, imagen de dragón en zona pecho",blanco,vintage,dragón,pecho,1,4,2,3
"Crear camiseta de estilo urbano con motivo de calavera en color rojo, zona pecho",rojo,urbano,calavera,pecho,4,3,1,3
"Quiero una camiseta con diseño de árbol en estilo minimalista, color blanco, posición pecho",blanco,minimalista,árbol,pecho,1,1,9,3
"Generar camiseta de estilo deportivo, color gris, imagen de águila en zona esquina",gris,deportivo,águila,esquina,2,0,8,2
"Necesito una camiseta con gráfico de guitarra en zona esquina, color rojo, estilo urbano",rojo,urbano,guitarra,esquina,4,3,3,2
Camiseta de color verde con motivo minimalista de guitarra en la zona espalda,verde,minimalista,guitarra,espalda,5,1,3,1
"Quiero una camiseta con diseño de águila en estilo minimalista, color verde, posición centrado",verde,minimalista,águila,centrado,5,1,8,0
"Diseñar camiseta: elemento gráfico árbol, color azul, estilo urbano, ubicación pecho",azul,urbano,árbol,pecho,0,3,9,3
"Camiseta con estampado de texto, color principal verde, estilo visual deportivo, zona esquina",verde,deportivo,texto,esquina,5,0,7,2
"Camiseta con estampado de águila, color principal blanco, estilo visual vintage, zona espalda",blanco,vintage,águila,espalda,1,4,8,1
"Generar camiseta de estilo urbano, color verde, imagen de calavera en zona espalda",verde,urbano,calavera,espalda,5,3,1,1
"Diseño de camiseta: gráfico de automóvil, color negro, estilo urbano, posición espalda",negro,urbano,automóvil,espalda,3,3,0,1
"Generar camiseta de estilo urbano, color verde, imagen de árbol en zona esquina",verde,urbano,árbol,esquina,5,3,9,2
"Crear camiseta de estilo retro con motivo de calavera en color azul, zona pecho",azul,retro,calavera,pecho,0,2,1,3
Camiseta de color rojo con motivo deportivo de montaña en la zona esquina,rojo,deportivo,montaña,esquina,4,0,5,2
"Camiseta con imagen de dragón, color blanco, estilo vintage, posición espalda",blanco,vintage,dragón,espalda,1,4,2,1
"Necesito una camiseta con gráfico de guitarra en zona pecho, color rojo, estilo urbano",rojo,urbano,guitarra,pecho,4,3,3,3
"Quiero una camiseta con diseño de texto en estilo vintage, color verde, posición pecho",verde,vintage,texto,pecho,5,4,7,3
"Quiero estampado de árbol en zona pecho, color gris, estilo retro",gris,retro,árbol,pecho,2,2,9,3
"Quiero diseño de montaña en camiseta color negro, estilo minimalista, ubicado en centrado",negro,minimalista,montaña,centrado,3,1,5,0
Camiseta de color negro con motivo minimalista de texto en la zona espalda,negro,minimalista,texto,espalda,3,1,7,1
"Generar camiseta de estilo retro, color verde, imagen de águila en zona centrado",verde,retro,águila,centrado,5,2,8,0
"Quiero diseño de árbol en camiseta color gris, estilo retro, ubicado en centrado",gris,retro,árbol,centrado,2,2,9,0
"Diseño para camiseta: águila en posición pecho, color blanco, estilo visual deportivo",blanco,deportivo,águila,pecho,1,0,8,3
"Quiero estampado de guitarra en zona esquina, color azul, estilo minimalista",azul,minimalista,guitarra,esquina,0,1,3,2
"Crear camiseta de estilo minimalista con motivo de calavera en color negro, zona espalda",negro,minimalista,calavera,espalda,3,1,1,1
"Necesito una camiseta con gráfico de texto en zona centrado, color blanco, estilo vintage",blanco,vintage,texto,centrado,1,4,7,0
"Quiero una camiseta con diseño de automóvil en estilo minimalista, color azul, posición pecho",azul,minimalista,automóvil,pecho,0,1,0,3
"Diseño de camiseta: gráfico de texto, color negro, estilo retro, posición espalda",negro,retro,texto,espalda,3,2,7,1
"Quiero una camiseta con diseño de montaña en estilo urbano, color blanco, posición pecho",blanco,urbano,montaña,pecho,1,3,5,3
"Diseño de camiseta: gráfico de dragón, color gris, estilo deportivo, posición centrado",gris,deportivo,dragón,centrado,2,0,2,0
"Camiseta de color blanco, diseño de texto, estilo urbano, zona espalda",blanco,urbano,texto,espalda,1,3,7,1
"Quiero estampado de guitarra en zona pecho, color rojo, estilo deportivo",rojo,deportivo,guitarra,pecho,4,0,3,3
"Diseño para camiseta: texto en posición pecho, color azul, estilo visual retro",azul,retro,texto,pecho,0,2,7,3
"Necesito una camiseta con gráfico de árbol en zona esquina, color rojo, estilo urbano",rojo,urbano,árbol,esquina,4,3,9,2
"Camiseta de color verde, diseño de texto, estilo deportivo, zona pecho",verde,deportivo,texto,pecho,5,0,7,3
"Crear camiseta de estilo minimalista con motivo de árbol en color negro, zona esquina",negro,minimalista,árbol,esquina,3,1,9,2
"Diseñar camiseta: elemento gráfico lobo, color rojo, estilo retro, ubicación esquina",rojo,retro,lobo,esquina,4,2,4,2
"Crear camiseta de estilo minimalista con motivo de calavera en color negro, zona centrado",negro,minimalista,calavera,centrado,3,1,1,0
"Quiero una camiseta con diseño de dragón en estilo deportivo, color blanco, posición espalda",blanco,deportivo,dragón,espalda,1,0,2,1
Camiseta de color rojo con motivo retro de calavera en la zona esquina,rojo,retro,calavera,esquina,4,2,1,2
Camiseta de color blanco con motivo urbano de árbol en la zona esquina,blanco,urbano,árbol,esquina,1,3,9,2
Camiseta de color blanco con motivo minimalista de montaña en la zona pecho,blanco,minimalista,montaña,pecho,1,1,5,3
"Necesito una camiseta con gráfico de águila en zona espalda, color blanco, estilo deportivo",blanco,deportivo,águila,espalda,1,0,8,1
"Quiero una camiseta con diseño de águila en estilo minimalista, color azul, posición espalda",azul,minimalista,águila,espalda,0,1,8,1
"Necesito una camiseta con gráfico de sol en zona esquina, color verde, estilo deportivo",verde,deportivo,sol,esquina,5,0,6,2
"Generar camiseta de estilo urbano, color blanco, imagen de lobo en zona espalda",blanco,urbano,lobo,espalda,1,3,4,1
"Camiseta con imagen de dragón, color gris, estilo minimalista, posición centrado",gris,minimalista,dragón,centrado,2,1,2,0
"Quiero una camiseta con diseño de guitarra en estilo urbano, color blanco, posición esquina",blanco,urbano,guitarra,esquina,1,3,3,2
"Quiero diseño de texto en camiseta color verde, estilo deportivo, ubicado en centrado",verde,deportivo,texto,centrado,5,0,7,0
"Diseño para camiseta: calavera en posición pecho, color blanco, estilo visual retro",blanco,retro,calavera,pecho,1,2,1,3
"Diseño de camiseta: gráfico de árbol, color negro, estilo minimalista, posición espalda",negro,minimalista,árbol,espalda,3,1,9,1
"Quiero diseño de sol en camiseta color azul, estilo retro, ubicado en esquina",azul,retro,sol,esquina,0,2,6,2
"Quiero diseño de sol en camiseta color verde, estilo vintage, ubicado en espalda",verde,vintage,sol,espalda,5,4,6,1
"Quiero una camiseta con diseño de lobo en estilo urbano, color rojo, posición espalda",rojo,urbano,lobo,espalda,4,3,4,1
"Diseñar camiseta: elemento gráfico dragón, color azul, estilo vintage, ubicación espalda",azul,vintage,dragón,espalda,0,4,2,1
"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo vintage, ubicación pecho",blanco,vintage,lobo,pecho,1,4,4,3
"Quiero estampado de texto en zona pecho, color negro, estilo deportivo",negro,deportivo,texto,pecho,3,0,7,3
"Camiseta de color blanco, diseño de dragón, estilo retro, zona centrado",blanco,retro,dragón,centrado,1,2,2,0
"Diseño para camiseta: sol en posición esquina, color verde, estilo visual minimalista",verde,minimalista,sol,esquina,5,1,6,2
"Necesito una camiseta con gráfico de dragón en zona centrado, color negro, estilo urbano",negro,urbano,dragón,centrado,3,3,2,0
"Quiero una camiseta con diseño de guitarra en estilo urbano, color negro, posición esquina",negro,urbano,guitarra,esquina,3,3,3,2
"Necesito una camiseta con gráfico de calavera en zona espalda, color rojo, estilo deportivo",rojo,deportivo,calavera,espalda,4,0,1,1
"Quiero estampado de árbol en zona espalda, color azul, estilo vintage",azul,vintage,árbol,espalda,0,4,9,1
"Quiero una camiseta con diseño de águila en estilo retro, color azul, posición espalda",azul,retro,águila,espalda,0,2,8,1
"Crear camiseta de estilo deportivo con motivo de automóvil en color verde, zona espalda",verde,deportivo,automóvil,espalda,5,0,0,1
"Diseño de camiseta: gráfico de automóvil, color negro, estilo minimalista, posición pecho",negro,minimalista,automóvil,pecho,3,1,0,3
"Necesito una camiseta con gráfico de sol en zona esquina, color gris, estilo vintage",gris,vintage,sol,esquina,2,4,6,2
"Camiseta con imagen de águila, color negro, estilo deportivo, posición esquina",negro,deportivo,águila,esquina,3,0,8,2
"Generar camiseta de estilo retro, color azul, imagen de sol en zona pecho",azul,retro,sol,pecho,0,2,6,3
"Quiero diseño de automóvil en camiseta color rojo, estilo deportivo, ubicado en pecho",rojo,deportivo,automóvil,pecho,4,0,0,3
"Diseñar camiseta: elemento gráfico águila, color gris, estilo deportivo, ubicación espalda",gris,deportivo,águila,espalda,2,0,8,1
"Diseño de camiseta: gráfico de calavera, color azul, estilo minimalista, posición centrado",azul,minimalista,calavera,centrado,0,1,1,0
"Generar camiseta de estilo retro, color azul, imagen de guitarra en zona pecho",azul,retro,guitarra,pecho,0,2,3,3
"Camiseta con estampado de automóvil, color principal negro, estilo visual minimalista, zona esquina",negro,minimalista,automóvil,esquina,3,1,0,2
"Camiseta de color verde, diseño de dragón, estilo urbano, zona pecho",verde,urbano,dragón,pecho,5,3,2,3
"Necesito una camiseta con gráfico de dragón en zona centrado, color negro, estilo retro",negro,retro,dragón,centrado,3,2,2,0
"Necesito una camiseta con gráfico de lobo en zona pecho, color rojo, estilo retro",rojo,retro,lobo,pecho,4,2,4,3
"Camiseta color negro, estilo urbano, con estampado de texto en zona esquina",negro,urbano,texto,esquina,3,3,7,2
"Generar camiseta de estilo minimalista, color gris, imagen de sol en zona centrado",gris,minimalista,sol,centrado,2,1,6,0
"Diseño para camiseta: dragón en posición pecho, color negro, estilo visual retro",negro,retro,dragón,pecho,3,2,2,3
"Necesito una camiseta con gráfico de dragón en zona esquina, color gris, estilo minimalista",gris,minimalista,dragón,esquina,2,1,2,2
"Generar camiseta de estilo urbano, color negro, imagen de automóvil en zona espalda",negro,urbano,automóvil,espalda,3,3,0,1
"Diseño para camiseta: dragón en posición centrado, color azul, estilo visual vintage",azul,vintage,dragón,centrado,0,4,2,0
"Camiseta de color gris, diseño de guitarra, estilo urbano, zona pecho",gris,urbano,guitarra,pecho,2,3,3,3
"Crear camiseta de estilo retro con motivo de sol en color negro, zona esquina",negro,retro,sol,esquina,3,2,6,2
"Quiero una camiseta con diseño de árbol en estilo deportivo, color rojo, posición pecho",rojo,deportivo,árbol,pecho,4,0,9,3
"Camiseta de color rojo, diseño de guitarra, estilo vintage, zona pecho",rojo,vintage,guitarra,pecho,4,4,3,3
"Camiseta de color blanco, diseño de montaña, estilo urbano, zona centrado",blanco,urbano,montaña,centrado,1,3,5,0
"Generar camiseta de estilo minimalista, color rojo, imagen de automóvil en zona centrado",rojo,minimalista,automóvil,centrado,4,1,0,0
"Camiseta con estampado de montaña, color principal verde, estilo visual minimalista, zona esquina",verde,minimalista,montaña,esquina,5,1,5,2
"Quiero una camiseta con diseño de sol en estilo urbano, color negro, posición esquina",negro,urbano,sol,esquina,3,3,6,2
"Quiero una camiseta con diseño de sol en estilo urbano, color rojo, posición pecho",rojo,urbano,sol,pecho,4,3,6,3
"Camiseta con imagen de automóvil, color azul, estilo urbano, posición pecho",azul,urbano,automóvil,pecho,0,3,0,3
"Quiero una camiseta con diseño de guitarra en estilo minimalista, color blanco, posición centrado",blanco,minimalista,guitarra,centrado,1,1,3,0
Camiseta de color negro con motivo retro de árbol en la zona esquina,negro,retro,árbol,esquina,3,2,9,2
Camiseta de color negro con motivo deportivo de árbol en la zona pecho,negro,deportivo,árbol,pecho,3,0,9,3
"Diseñar camiseta: elemento gráfico lobo, color rojo, estilo vintage, ubicación espalda",rojo,vintage,lobo,espalda,4,4,4,1
"Camiseta con imagen de árbol, color blanco, estilo vintage, posición espalda",blanco,vintage,árbol,espalda,1,4,9,1
