prompt,color,estilo,elemento,posicion
"Quiero estampado de lobo en zona espalda, color azul, estilo retro",azul,retro,lobo,espalda
"Diseño para camiseta: águila en posición centrado, color azul, estilo visual retro",azul,retro,águila,centrado
"Quiero diseño de águila en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,águila,pecho
"Quiero estampado de águila en zona esquina, color azul, estilo retro",azul,retro,águila,esquina
"Camiseta color azul, estilo retro, con estampado de águila en zona espalda",azul,retro,águila,espalda
"Diseñar camiseta: elemento gráfico sol, color azul, estilo retro, ubicación centrado",azul,retro,sol,centrado
"Crear camiseta de estilo retro con motivo de sol en color azul, zona pecho",azul,retro,sol,pecho
"Quiero diseño de sol en camiseta color azul, estilo retro, ubicado en esquina",azul,retro,sol,esquina
"Camiseta color azul, estilo retro, con estampado de sol en zona espalda",azul,retro,sol,espalda
"Camiseta color azul, estilo retro, con estampado de árbol en zona centrado",azul,retro,árbol,centrado
"Necesito una camiseta con gráfico de árbol en zona pecho, color azul, estilo retro",azul,retro,árbol,pecho
Camiseta de color azul con motivo retro de árbol en la zona esquina,azul,retro,árbol,esquina
"Camiseta con estampado de árbol, color principal azul, estilo visual retro, zona espalda",azul,retro,árbol,espalda
"Quiero diseño de automóvil en camiseta color azul, estilo retro, ubicado en centrado",azul,retro,automóvil,centrado
"Diseño de camiseta: gráfico de automóvil, color azul, estilo retro, posición pecho",azul,retro,automóvil,pecho
"Necesito una camiseta con gráfico de automóvil en zona esquina, color azul, estilo retro",azul,retro,automóvil,esquina
Camiseta de color azul con motivo retro de automóvil en la zona espalda,azul,retro,automóvil,espalda
Camiseta de color azul con motivo retro de dragón en la zona centrado,azul,retro,dragón,centrado
"Quiero estampado de dragón en zona pecho, color azul, estilo retro",azul,retro,dragón,pecho
"Camiseta color azul, estilo retro, con estampado de dragón en zona esquina",azul,retro,dragón,esquina
"Diseño de camiseta: gráfico de dragón, color azul, estilo retro, posición espalda",azul,retro,dragón,espalda
"Camiseta con estampado de texto, color principal azul, estilo visual retro, zona centrado",azul,retro,texto,centrado
"Necesito una camiseta con gráfico de texto en zona pecho, color azul, estilo retro",azul,retro,texto,pecho
"Camiseta color azul, estilo retro, con estampado de texto en zona esquina",azul,retro,texto,esquina
"Quiero una camiseta con diseño de texto en estilo retro, color azul, posición espalda",azul,retro,texto,espalda
"Crear camiseta de estilo minimalista con motivo de montaña en color verde, zona centrado",verde,minimalista,montaña,centrado
"Necesito una camiseta con gráfico de montaña en zona pecho, color verde, estilo minimalista",verde,minimalista,montaña,pecho
"Camiseta con estampado de montaña, color principal verde, estilo visual minimalista, zona esquina",verde,minimalista,montaña,esquina
"Necesito una camiseta con gráfico de montaña en zona espalda, color verde, estilo minimalista",verde,minimalista,montaña,espalda
"Generar camiseta de estilo minimalista, color verde, imagen de guitarra en zona centrado",verde,minimalista,guitarra,centrado
"Generar camiseta de estilo minimalista, color verde, imagen de guitarra en zona pecho",verde,minimalista,guitarra,pecho
"Quiero estampado de guitarra en zona esquina, color verde, estilo minimalista",verde,minimalista,guitarra,esquina
"Quiero una camiseta con diseño de guitarra en estilo minimalista, color verde, posición espalda",verde,minimalista,guitarra,espalda
"Diseñar camiseta: elemento gráfico calavera, color verde, estilo minimalista, ubicación centrado",verde,minimalista,calavera,centrado
"Diseñar camiseta: elemento gráfico calavera, color verde, estilo minimalista, ubicación pecho",verde,minimalista,calavera,pecho
"Camiseta con estampado de calavera, color principal verde, estilo visual minimalista, zona esquina",verde,minimalista,calavera,esquina
"Diseño para camiseta: calavera en posición espalda, color verde, estilo visual minimalista",verde,minimalista,calavera,espalda
"Crear camiseta de estilo minimalista con motivo de lobo en color verde, zona centrado",verde,minimalista,lobo,centrado
"Diseñar camiseta: elemento gráfico lobo, color verde, estilo minimalista, ubicación pecho",verde,minimalista,lobo,pecho
"Crear camiseta de estilo minimalista con motivo de lobo en color verde, zona esquina",verde,minimalista,lobo,esquina
"Camiseta con estampado de lobo, color principal verde, estilo visual minimalista, zona espalda",verde,minimalista,lobo,espalda
"Quiero una camiseta con diseño de águila en estilo minimalista, color verde, posición centrado",verde,minimalista,águila,centrado
"Diseño para camiseta: águila en posición pecho, color verde, estilo visual minimalista",verde,minimalista,águila,pecho
"Diseño para camiseta: águila en posición esquina, color verde, estilo visual minimalista",verde,minimalista,águila,esquina
"Generar camiseta de estilo minimalista, color verde, imagen de águila en zona espalda",verde,minimalista,águila,espalda
"Quiero estampado de sol en zona centrado, color verde, estilo minimalista",verde,minimalista,sol,centrado
"Camiseta color verde, estilo minimalista, con estampado de sol en zona pecho",verde,minimalista,sol,pecho
"Diseño para camiseta: sol en posición esquina, color verde, estilo visual minimalista",verde,minimalista,sol,esquina
"Camiseta de color verde, diseño de sol, estilo minimalista, zona espalda",verde,minimalista,sol,espalda
"Camiseta con estampado de árbol, color principal verde, estilo visual minimalista, zona centrado",verde,minimalista,árbol,centrado
"Quiero diseño de árbol en camiseta color verde, estilo minimalista, ubicado en pecho",verde,minimalista,árbol,pecho
"Diseño para camiseta: árbol en posición esquina, color verde, estilo visual minimalista",verde,minimalista,árbol,esquina
"Diseño para camiseta: árbol en posición espalda, color verde, estilo visual minimalista",verde,minimalista,árbol,espalda
Camiseta de color verde con motivo minimalista de automóvil en la zona centrado,verde,minimalista,automóvil,centrado
"Camiseta con imagen de automóvil, color verde, estilo minimalista, posición pecho",verde,minimalista,automóvil,pecho
"Crear camiseta de estilo minimalista con motivo de automóvil en color verde, zona esquina",verde,minimalista,automóvil,esquina
"Camiseta de color verde, diseño de automóvil, estilo minimalista, zona espalda",verde,minimalista,automóvil,espalda
"Quiero diseño de dragón en camiseta color verde, estilo minimalista, ubicado en centrado",verde,minimalista,dragón,centrado
Camiseta de color verde con motivo minimalista de dragón en la zona pecho,verde,minimalista,dragón,pecho
"Camiseta con imagen de dragón, color verde, estilo minimalista, posición esquina",verde,minimalista,dragón,esquina
"Diseño para camiseta: dragón en posición espalda, color verde, estilo visual minimalista",verde,minimalista,dragón,espalda
"Camiseta color verde, estilo minimalista, con estampado de texto en zona centrado",verde,minimalista,texto,centrado
"Camiseta de color verde, diseño de texto, estilo minimalista, zona pecho",verde,minimalista,texto,pecho
"Generar camiseta de estilo minimalista, color verde, imagen de texto en zona esquina",verde,minimalista,texto,esquina
"Necesito una camiseta con gráfico de texto en zona espalda, color verde, estilo minimalista",verde,minimalista,texto,espalda
Camiseta de color verde con motivo vintage de montaña en la zona centrado,verde,vintage,montaña,centrado
"Diseño para camiseta: montaña en posición pecho, color verde, estilo visual vintage",verde,vintage,montaña,pecho
"Quiero diseño de montaña en camiseta color verde, estilo vintage, ubicado en esquina",verde,vintage,montaña,esquina
"Quiero diseño de montaña en camiseta color verde, estilo vintage, ubicado en espalda",verde,vintage,montaña,espalda
"Diseño para camiseta: guitarra en posición centrado, color verde, estilo visual vintage",verde,vintage,guitarra,centrado
"Quiero estampado de guitarra en zona pecho, color verde, estilo vintage",verde,vintage,guitarra,pecho
"Crear camiseta de estilo vintage con motivo de guitarra en color verde, zona esquina",verde,vintage,guitarra,esquina
"Crear camiseta de estilo vintage con motivo de guitarra en color verde, zona espalda",verde,vintage,guitarra,espalda
"Quiero estampado de calavera en zona centrado, color verde, estilo vintage",verde,vintage,calavera,centrado
Camiseta de color verde con motivo vintage de calavera en la zona pecho,verde,vintage,calavera,pecho
"Camiseta con imagen de calavera, color verde, estilo vintage, posición esquina",verde,vintage,calavera,esquina
"Camiseta con estampado de calavera, color principal verde, estilo visual vintage, zona espalda",verde,vintage,calavera,espalda
"Camiseta color verde, estilo vintage, con estampado de lobo en zona centrado",verde,vintage,lobo,centrado
"Camiseta con estampado de lobo, color principal verde, estilo visual vintage, zona pecho",verde,vintage,lobo,pecho
"Necesito una camiseta con gráfico de lobo en zona esquina, color verde, estilo vintage",verde,vintage,lobo,esquina
"Diseño para camiseta: lobo en posición espalda, color verde, estilo visual vintage",verde,vintage,lobo,espalda
"Camiseta color verde, estilo vintage, con estampado de águila en zona centrado",verde,vintage,águila,centrado
"Camiseta de color verde, diseño de águila, estilo vintage, zona pecho",verde,vintage,águila,pecho
"Diseño para camiseta: águila en posición esquina, color verde, estilo visual vintage",verde,vintage,águila,esquina
"Generar camiseta de estilo vintage, color verde, imagen de águila en zona espalda",verde,vintage,águila,espalda
"Diseño de camiseta: gráfico de sol, color verde, estilo vintage, posición centrado",verde,vintage,sol,centrado
"Diseño de camiseta: gráfico de sol, color verde, estilo vintage, posición pecho",verde,vintage,sol,pecho
Camiseta de color verde con motivo vintage de sol en la zona esquina,verde,vintage,sol,esquina
"Diseño para camiseta: sol en posición espalda, color verde, estilo visual vintage",verde,vintage,sol,espalda
"Crear camiseta de estilo vintage con motivo de árbol en color verde, zona centrado",verde,vintage,árbol,centrado
"Diseñar camiseta: elemento gráfico árbol, color verde, estilo vintage, ubicación pecho",verde,vintage,árbol,pecho
"Quiero diseño de árbol en camiseta color verde, estilo vintage, ubicado en esquina",verde,vintage,árbol,esquina
"Camiseta color verde, estilo vintage, con estampado de árbol en zona espalda",verde,vintage,árbol,espalda
"Diseñar camiseta: elemento gráfico automóvil, color verde, estilo vintage, ubicación centrado",verde,vintage,automóvil,centrado
"Camiseta con imagen de automóvil, color verde, estilo vintage, posición pecho",verde,vintage,automóvil,pecho
"Quiero estampado de automóvil en zona esquina, color verde, estilo vintage",verde,vintage,automóvil,esquina
"Camiseta de color verde, diseño de automóvil, estilo vintage, zona espalda",verde,vintage,automóvil,espalda
"Diseño para camiseta: dragón en posición centrado, color verde, estilo visual vintage",verde,vintage,dragón,centrado
"Camiseta con imagen de dragón, color verde, estilo vintage, posición pecho",verde,vintage,dragón,pecho
"Camiseta con imagen de dragón, color verde, estilo vintage, posición esquina",verde,vintage,dragón,esquina
"Diseño de camiseta: gráfico de dragón, color verde, estilo vintage, posición espalda",verde,vintage,dragón,espalda
"Camiseta de color verde, diseño de texto, estilo vintage, zona centrado",verde,vintage,texto,centrado
"Quiero una camiseta con diseño de texto en estilo vintage, color verde, posición pecho",verde,vintage,texto,pecho
"Diseño de camiseta: gráfico de texto, color verde, estilo vintage, posición esquina",verde,vintage,texto,esquina
"Diseño para camiseta: texto en posición espalda, color verde, estilo visual vintage",verde,vintage,texto,espalda
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo urbano, ubicación centrado",verde,urbano,montaña,centrado
"Quiero diseño de montaña en camiseta color verde, estilo urbano, ubicado en pecho",verde,urbano,montaña,pecho
"Camiseta color verde, estilo urbano, con estampado de montaña en zona esquina",verde,urbano,montaña,esquina
"Diseñar camiseta: elemento gráfico montaña, color verde, estilo urbano, ubicación espalda",verde,urbano,montaña,espalda
"Camiseta de color verde, diseño de guitarra, estilo urbano, zona centrado",verde,urbano,guitarra,centrado
"Necesito una camiseta con gráfico de guitarra en zona pecho, color verde, estilo urbano",verde,urbano,guitarra,pecho
"Diseño para camiseta: guitarra en posición esquina, color verde, estilo visual urbano",verde,urbano,guitarra,esquina
"Generar camiseta de estilo urbano, color verde, imagen de guitarra en zona espalda",verde,urbano,guitarra,espalda
"Camiseta con estampado de calavera, color principal verde, estilo visual urbano, zona centrado",verde,urbano,calavera,centrado
"Camiseta color verde, estilo urbano, con estampado de calavera en zona pecho",verde,urbano,calavera,pecho
