id,prompt,color,estilo,elemento,posicion
748,"Quiero una camiseta con diseño de árbol en estilo deportivo, color azul, posición espalda",azul,deportivo,árbol,espalda
749,Camiseta de color azul con motivo deportivo de automóvil en la zona centrado,azul,deportivo,automóvil,centrado
750,"Diseño para camiseta: automóvil en posición pecho, color azul, estilo visual deportivo",azul,deportivo,automóvil,pecho
751,"Camiseta con estampado de automóvil, color principal azul, estilo visual deportivo, zona esquina",azul,deportivo,automóvil,esquina
752,"Diseñar camiseta: elemento gráfico automóvil, color azul, estilo deportivo, ubicación espalda",azul,deportivo,automóvil,espalda
753,Camiseta de color azul con motivo deportivo de dragón en la zona centrado,azul,deportivo,dragón,centrado
754,"Crear camiseta de estilo deportivo con motivo de dragón en color azul, zona pecho",azul,deportivo,dragón,pecho
755,"Quiero estampado de dragón en zona esquina, color azul, estilo deportivo",azul,deportivo,dragón,esquina
756,"Camiseta color azul, estilo deportivo, con estampado de dragón en zona espalda",azul,deportivo,dragón,espalda
757,"Camiseta de color azul, diseño de texto, estilo deportivo, zona centrado",azul,deportivo,texto,centrado
758,"Quiero estampado de texto en zona pecho, color azul, estilo deportivo",azul,deportivo,texto,pecho
759,"Camiseta con estampado de texto, color principal azul, estilo visual deportivo, zona esquina",azul,deportivo,texto,esquina
760,"Quiero diseño de texto en camiseta color azul, estilo deportivo, ubicado en espalda",azul,deportivo,texto,espalda
761,"Quiero una camiseta con diseño de montaña en estilo retro, color azul, posición centrado",azul,retro,montaña,centrado
762,"Camiseta color azul, estilo retro, con estampado de montaña en zona pecho",azul,retro,montaña,pecho
763,"Diseñar camiseta: elemento gráfico montaña, color azul, estilo retro, ubicación esquina",azul,retro,montaña,esquina
764,Camiseta de color azul con motivo retro de montaña en la zona espalda,azul,retro,montaña,espalda
765,"Camiseta color azul, estilo retro, con estampado de guitarra en zona centrado",azul,retro,guitarra,centrado
766,"Diseño de camiseta: gráfico de guitarra, color azul, estilo retro, posición pecho",azul,retro,guitarra,pecho
767,"Quiero estampado de guitarra en zona esquina, color azul, estilo retro",azul,retro,guitarra,esquina
768,"Quiero estampado de guitarra en zona espalda, color azul, estilo retro",azul,retro,guitarra,espalda
769,"Camiseta con imagen de calavera, color azul, estilo retro, posición centrado",azul,retro,calavera,centrado
770,"Generar camiseta de estilo retro, color azul, imagen de calavera en zona pecho",azul,retro,calavera,pecho
771,Camiseta de color azul con motivo retro de calavera en la zona esquina,azul,retro,calavera,esquina
772,"Camiseta color azul, estilo retro, con estampado de calavera en zona espalda",azul,retro,calavera,espalda
773,"Camiseta con imagen de lobo, color azul, estilo retro, posición centrado",azul,retro,lobo,centrado
774,"Quiero diseño de lobo en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,lobo,pecho
775,"Crear camiseta de estilo retro con motivo de lobo en color azul, zona esquina",azul,retro,lobo,esquina
776,"Quiero estampado de lobo en zona espalda, color azul, estilo retro",azul,retro,lobo,espalda
777,"Diseño para camiseta: águila en posición centrado, color azul, estilo visual retro",azul,retro,águila,centrado
778,"Quiero diseño de águila en camiseta color azul, estilo retro, ubicado en pecho",azul,retro,águila,pecho
779,"Quiero estampado de águila en zona esquina, color azul, estilo retro",azul,retro,águila,esquina
780,"Camiseta color azul, estilo retro, con estampado de águila en zona espalda",azul,retro,águila,espalda
781,"Diseñar camiseta: elemento gráfico sol, color azul, estilo retro, ubicación centrado",azul,retro,sol,centrado
782,"Crear camiseta de estilo retro con motivo de sol en color azul, zona pecho",azul,retro,sol,pecho
783,"Quiero diseño de sol en camiseta color azul, estilo retro, ubicado en esquina",azul,retro,sol,esquina
784,"Camiseta color azul, estilo retro, con estampado de sol en zona espalda",azul,retro,sol,espalda
785,"Camiseta color azul, estilo retro, con estampado de árbol en zona centrado",azul,retro,árbol,centrado
786,"Necesito una camiseta con gráfico de árbol en zona pecho, color azul, estilo retro",azul,retro,árbol,pecho
787,Camiseta de color azul con motivo retro de árbol en la zona esquina,azul,retro,árbol,esquina
788,"Camiseta con estampado de árbol, color principal azul, estilo visual retro, zona espalda",azul,retro,árbol,espalda
789,"Quiero diseño de automóvil en camiseta color azul, estilo retro, ubicado en centrado",azul,retro,automóvil,centrado
790,"Diseño de camiseta: gráfico de automóvil, color azul, estilo retro, posición pecho",azul,retro,automóvil,pecho
791,"Necesito una camiseta con gráfico de automóvil en zona esquina, color azul, estilo retro",azul,retro,automóvil,esquina
792,Camiseta de color azul con motivo retro de automóvil en la zona espalda,azul,retro,automóvil,espalda
793,Camiseta de color azul con motivo retro de dragón en la zona centrado,azul,retro,dragón,centrado
794,"Quiero estampado de dragón en zona pecho, color azul, estilo retro",azul,retro,dragón,pecho
795,"Camiseta color azul, estilo retro, con estampado de dragón en zona esquina",azul,retro,dragón,esquina
796,"Diseño de camiseta: gráfico de dragón, color azul, estilo retro, posición espalda",azul,retro,dragón,espalda
797,"Camiseta con estampado de texto, color principal azul, estilo visual retro, zona centrado",azul,retro,texto,centrado
798,"Necesito una camiseta con gráfico de texto en zona pecho, color azul, estilo retro",azul,retro,texto,pecho
799,"Camiseta color azul, estilo retro, con estampado de texto en zona esquina",azul,retro,texto,esquina
800,"Quiero una camiseta con diseño de texto en estilo retro, color azul, posición espalda",azul,retro,texto,espalda
801,"Crear camiseta de estilo minimalista con motivo de montaña en color verde, zona centrado",verde,minimalista,montaña,centrado
802,"Necesito una camiseta con gráfico de montaña en zona pecho, color verde, estilo minimalista",verde,minimalista,montaña,pecho
803,"Camiseta con estampado de montaña, color principal verde, estilo visual minimalista, zona esquina",verde,minimalista,montaña,esquina
804,"Necesito una camiseta con gráfico de montaña en zona espalda, color verde, estilo minimalista",verde,minimalista,montaña,espalda
805,"Generar camiseta de estilo minimalista, color verde, imagen de guitarra en zona centrado",verde,minimalista,guitarra,centrado
806,"Generar camiseta de estilo minimalista, color verde, imagen de guitarra en zona pecho",verde,minimalista,guitarra,pecho
807,"Quiero estampado de guitarra en zona esquina, color verde, estilo minimalista",verde,minimalista,guitarra,esquina
808,"Quiero una camiseta con diseño de guitarra en estilo minimalista, color verde, posición espalda",verde,minimalista,guitarra,espalda
809,"Diseñar camiseta: elemento gráfico calavera, color verde, estilo minimalista, ubicación centrado",verde,minimalista,calavera,centrado
810,"Diseñar camiseta: elemento gráfico calavera, color verde, estilo minimalista, ubicación pecho",verde,minimalista,calavera,pecho
811,"Camiseta con estampado de calavera, color principal verde, estilo visual minimalista, zona esquina",verde,minimalista,calavera,esquina
812,"Diseño para camiseta: calavera en posición espalda, color verde, estilo visual minimalista",verde,minimalista,calavera,espalda
813,"Crear camiseta de estilo minimalista con motivo de lobo en color verde, zona centrado",verde,minimalista,lobo,centrado
814,"Diseñar camiseta: elemento gráfico lobo, color verde, estilo minimalista, ubicación pecho",verde,minimalista,lobo,pecho
815,"Crear camiseta de estilo minimalista con motivo de lobo en color verde, zona esquina",verde,minimalista,lobo,esquina
816,"Camiseta con estampado de lobo, color principal verde, estilo visual minimalista, zona espalda",verde,minimalista,lobo,espalda
817,"Quiero una camiseta con diseño de águila en estilo minimalista, color verde, posición centrado",verde,minimalista,águila,centrado
818,"Diseño para camiseta: águila en posición pecho, color verde, estilo visual minimalista",verde,minimalista,águila,pecho
819,"Diseño para camiseta: águila en posición esquina, color verde, estilo visual minimalista",verde,minimalista,águila,esquina
820,"Generar camiseta de estilo minimalista, color verde, imagen de águila en zona espalda",verde,minimalista,águila,espalda
821,"Quiero estampado de sol en zona centrado, color verde, estilo minimalista",verde,minimalista,sol,centrado
822,"Camiseta color verde, estilo minimalista, con estampado de sol en zona pecho",verde,minimalista,sol,pecho
823,"Diseño para camiseta: sol en posición esquina, color verde, estilo visual minimalista",verde,minimalista,sol,esquina
824,"Camiseta de color verde, diseño de sol, estilo minimalista, zona espalda",verde,minimalista,sol,espalda
825,"Camiseta con estampado de árbol, color principal verde, estilo visual minimalista, zona centrado",verde,minimalista,árbol,centrado
826,"Quiero diseño de árbol en camiseta color verde, estilo minimalista, ubicado en pecho",verde,minimalista,árbol,pecho
827,"Diseño para camiseta: árbol en posición esquina, color verde, estilo visual minimalista",verde,minimalista,árbol,esquina
828,"Diseño para camiseta: árbol en posición espalda, color verde, estilo visual minimalista",verde,minimalista,árbol,espalda
829,Camiseta de color verde con motivo minimalista de automóvil en la zona centrado,verde,minimalista,automóvil,centrado
830,"Camiseta con imagen de automóvil, color verde, estilo minimalista, posición pecho",verde,minimalista,automóvil,pecho
831,"Crear camiseta de estilo minimalista con motivo de automóvil en color verde, zona esquina",verde,minimalista,automóvil,esquina
832,"Camiseta de color verde, diseño de automóvil, estilo minimalista, zona espalda",verde,minimalista,automóvil,espalda
833,"Quiero diseño de dragón en camiseta color verde, estilo minimalista, ubicado en centrado",verde,minimalista,dragón,centrado
834,Camiseta de color verde con motivo minimalista de dragón en la zona pecho,verde,minimalista,dragón,pecho
835,"Camiseta con imagen de dragón, color verde, estilo minimalista, posición esquina",verde,minimalista,dragón,esquina
836,"Diseño para camiseta: dragón en posición espalda, color verde, estilo visual minimalista",verde,minimalista,dragón,espalda
837,"Camiseta color verde, estilo minimalista, con estampado de texto en zona centrado",verde,minimalista,texto,centrado
838,"Camiseta de color verde, diseño de texto, estilo minimalista, zona pecho",verde,minimalista,texto,pecho
839,"Generar camiseta de estilo minimalista, color verde, imagen de texto en zona esquina",verde,minimalista,texto,esquina
840,"Necesito una camiseta con gráfico de texto en zona espalda, color verde, estilo minimalista",verde,minimalista,texto,espalda
841,Camiseta de color verde con motivo vintage de montaña en la zona centrado,verde,vintage,montaña,centrado
842,"Diseño para camiseta: montaña en posición pecho, color verde, estilo visual vintage",verde,vintage,montaña,pecho
843,"Quiero diseño de montaña en camiseta color verde, estilo vintage, ubicado en esquina",verde,vintage,montaña,esquina
844,"Quiero diseño de montaña en camiseta color verde, estilo vintage, ubicado en espalda",verde,vintage,montaña,espalda
845,"Diseño para camiseta: guitarra en posición centrado, color verde, estilo visual vintage",verde,vintage,guitarra,centrado
846,"Quiero estampado de guitarra en zona pecho, color verde, estilo vintage",verde,vintage,guitarra,pecho
847,"Crear camiseta de estilo vintage con motivo de guitarra en color verde, zona esquina",verde,vintage,guitarra,esquina
848,"Crear camiseta de estilo vintage con motivo de guitarra en color verde, zona espalda",verde,vintage,guitarra,espalda
849,"Quiero estampado de calavera en zona centrado, color verde, estilo vintage",verde,vintage,calavera,centrado
850,Camiseta de color verde con motivo vintage de calavera en la zona pecho,verde,vintage,calavera,pecho
851,"Camiseta con imagen de calavera, color verde, estilo vintage, posición esquina",verde,vintage,calavera,esquina
852,"Camiseta con estampado de calavera, color principal verde, estilo visual vintage, zona espalda",verde,vintage,calavera,espalda
853,"Camiseta color verde, estilo vintage, con estampado de lobo en zona centrado",verde,vintage,lobo,centrado
854,"Camiseta con estampado de lobo, color principal verde, estilo visual vintage, zona pecho",verde,vintage,lobo,pecho
855,"Necesito una camiseta con gráfico de lobo en zona esquina, color verde, estilo vintage",verde,vintage,lobo,esquina
856,"Diseño para camiseta: lobo en posición espalda, color verde, estilo visual vintage",verde,vintage,lobo,espalda
857,"Camiseta color verde, estilo vintage, con estampado de águila en zona centrado",verde,vintage,águila,centrado
858,"Camiseta de color verde, diseño de águila, estilo vintage, zona pecho",verde,vintage,águila,pecho
859,"Diseño para camiseta: águila en posición esquina, color verde, estilo visual vintage",verde,vintage,águila,esquina
860,"Generar camiseta de estilo vintage, color verde, imagen de águila en zona espalda",verde,vintage,águila,espalda
861,"Diseño de camiseta: gráfico de sol, color verde, estilo vintage, posición centrado",verde,vintage,sol,centrado
862,"Diseño de camiseta: gráfico de sol, color verde, estilo vintage, posición pecho",verde,vintage,sol,pecho
